Ámbito,Países declarantes,Países socios,Elemento,Producto,Año,Unidad,Valor
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2010","toneladas","11453"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2011","toneladas","20028"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2012","toneladas","13535"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2013","toneladas","16383"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2014","toneladas","9031.03"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2015","toneladas","11500.06"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2016","toneladas","12999.88"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2017","toneladas","12490.53"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2018","toneladas","14206.16"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2019","toneladas","13565.79"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2020","toneladas","14529.92"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2021","toneladas","15758.46"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Granos de cacao","2022","toneladas","15270.36"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2010","1000 USD","35005"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2011","1000 USD","60966"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2012","1000 USD","33669"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2013","1000 USD","40641"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2014","1000 USD","27366"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2015","1000 USD","36139"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2016","1000 USD","37772"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2017","1000 USD","26227"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2018","1000 USD","32360"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2019","1000 USD","34268"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2020","1000 USD","38180"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2021","1000 USD","42149"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Granos de cacao","2022","1000 USD","40813"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Jugo, naranja, concentrado","2021","toneladas","0.18"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Jugo, naranja, concentrado","2021","1000 USD","4"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Limones y limas","2013","toneladas","0"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Limones y limas","2013","1000 USD","0"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Maní con cáscara","2013","toneladas","1"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Maní con cáscara","2014","toneladas","0.5"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Maní con cáscara","2013","1000 USD","9"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Maní con cáscara","2014","1000 USD","3"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Manís preparados","2020","toneladas","0.31"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Manís preparados","2021","toneladas","1.54"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Manís preparados","2022","toneladas","1.4"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Manís preparados","2020","1000 USD","3"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Manís preparados","2021","1000 USD","14"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Manís preparados","2022","1000 USD","12"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manís, pelados","2012","toneladas","0"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manís, pelados","2012","1000 USD","2"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2010","toneladas","60"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2011","toneladas","80"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2012","toneladas","160"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2013","toneladas","60"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2014","toneladas","40"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2015","toneladas","162.23"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2016","toneladas","1340.2"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2017","toneladas","2900.23"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2018","toneladas","2560.34"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2019","toneladas","1550.11"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2020","toneladas","1841.14"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2021","toneladas","942.09"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Manteca, grasa o aceite de cacao","2022","toneladas","378"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2010","1000 USD","320"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2011","1000 USD","299"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2012","1000 USD","483"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2013","1000 USD","244"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2014","1000 USD","298"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2015","1000 USD","669"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2016","1000 USD","8170"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2017","1000 USD","14962"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2018","1000 USD","14773"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2019","1000 USD","8775"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2020","1000 USD","9647"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2021","1000 USD","4400"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Manteca, grasa o aceite de cacao","2022","1000 USD","1434"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2011","toneladas","21"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2012","toneladas","246"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2013","toneladas","296"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2014","toneladas","306.15"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2015","toneladas","186.99"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2016","toneladas","113.4"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2017","toneladas","232.09"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2018","toneladas","229.51"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2019","toneladas","185.52"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2020","toneladas","323.97"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2021","toneladas","229.01"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - cantidad","Papas congeladas","2022","toneladas","370.31"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2011","1000 USD","17"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2012","1000 USD","201"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2013","1000 USD","302"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2014","1000 USD","308"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2015","1000 USD","158"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2016","1000 USD","106"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2017","1000 USD","210"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2018","1000 USD","189"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2019","1000 USD","169"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2020","1000 USD","262"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2021","1000 USD","208"
"Matriz detallada del comercio","Ecuador","Alemania","Importaciones - valor","Papas congeladas","2022","1000 USD","434"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2010","toneladas","1079"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2011","toneladas","2852"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2012","toneladas","1220"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2013","toneladas","2076"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2014","toneladas","1927.2"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2015","toneladas","904.05"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2016","toneladas","780"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2017","toneladas","70.84"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2018","toneladas","20.19"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2019","toneladas","404.96"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2020","toneladas","425.99"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2021","toneladas","500.18"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - canditad","Pasta de cacao no desgrasada.","2022","toneladas","649.05"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Pasta de cacao no desgrasada.","2010","1000 USD","3480"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Pasta de cacao no desgrasada.","2011","1000 USD","9737"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Pasta de cacao no desgrasada.","2012","1000 USD","3366"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Pasta de cacao no desgrasada.","2013","1000 USD","5186"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Pasta de cacao no desgrasada.","2014","1000 USD","5766"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Pasta de cacao no desgrasada.","2015","1000 USD","3309"
"Matriz detallada del comercio","Ecuador","Alemania","Exportaciones - valor","Pasta de cacao no desgrasada.","2016","1000 USD","3178"
